;kostya_file;filename;size;accession;sample;subsample;treatment
1908;EGAF00002340179/22101_6#8.cram;22101_6#8;1.8G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
1909;EGAF00002339089/21850_5.cram;21850_5;33G;EGAN00001938896;MSM0.96;s1;DBPDE (0,000625 uM)
1910;EGAF00002340172/22101_6#1.cram;22101_6#1;1.4G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1911;EGAF00002338716/20024_2#4.cram;20024_2#4;5.4G;EGAN00001437496;MSM0.55;s2;Furan (100 mM) + S9
1912;EGAF00002339743/22746_8#10.cram;22746_8#10;2.5G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
1913;EGAF00002338735/20024_5#5.cram;20024_5#5;5.7G;EGAN00001437506;MSM0.57;s1;Acrolein (5 uM)
1914;EGAF00002339476/19227_4#9.cram;19227_4#9;3.4G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
1915;EGAF00002339841/22100_2#22.cram;22100_2#22;1.6G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
1916;EGAF00002339450/22217_7#15.cram;22217_7#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
1917;EGAF00002338647/19847_4#9.cram;19847_4#9;4.2G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
1918;EGAF00002338919/22216_7#18.cram;22216_7#18;1.5G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
1919;EGAF00002339533/22217_8#17.cram;22217_8#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1920;EGAF00002340451/22156_5#17.cram;22156_5#17;1.5G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1921;EGAF00002338295/19793_4#5.cram;19793_4#5;5.0G;EGAN00001437465;MSM0.54;s2;5-Methylchrysene (1,6 uM) + S9
1922;EGAF00002339417/22211_2#11.cram;22211_2#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
1923;EGAF00002339124/19056_4#4.cram;19056_4#4;5.5G;EGAN00001437420;MSM0.42;s2;DBA (75 uM) + S9
1924;EGAF00002339822/22914_3#10.cram;22914_3#10;2.8G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
1925;EGAF00002340367/22746_5#3.cram;22746_5#3;2.4G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
1926;EGAF00002339920/22204_3#21.cram;22204_3#21;1.9G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1927;EGAF00002340413/22101_8#20.cram;22101_8#20;1.7G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1928;EGAF00002339171/22210_1#8.cram;22210_1#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
1929;EGAF00002340718/22101_2#16.cram;22101_2#16;1.9G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1930;EGAF00002338525/19846_7#4.cram;19846_7#4;4.5G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
1931;EGAF00002338505/16533_8#88.cram;16533_8#88;3.8G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
1932;EGAF00002338350/22211_8#14.cram;22211_8#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1933;EGAF00002338431/19846_6#2.cram;19846_6#2;4.4G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
1934;EGAF00002338422/19846_5#2.cram;19846_5#2;4.5G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
1935;EGAF00002339405/19227_3#5.cram;19227_3#5;3.6G;EGAN00001437449;MSM0.35;s3;Potassium bromate (260 uM)
1936;EGAF00002338877/18962_3#2.cram;18962_3#2;4.5G;EGAN00001437411;MSM0.29;s2;1-Nitropyrene (1,75 uM) + S9
1937;EGAF00002338792/18928_5#7.cram;18928_5#7;4.1G;EGAN00001437430;MSM0.39;s1;Lead (II) nitrate (88 uM)
1938;EGAF00002338658/22216_4#1.cram;22216_4#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1939;EGAF00002339548/22416_8#2.cram;22416_8#2;13G;EGAN00001939004;MSM0.41;s1;Ellipticine (0,375 uM) + S9
1940;EGAF00002338158/22211_5#6.cram;22211_5#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1941;EGAF00002340401/24709_6#3.cram;24709_6#3;6.1G;EGAN00001939040;MSM0.120;s1;MeOH Control (1,3%)
1942;EGAF00002339915/22204_3#16.cram;22204_3#16;2.0G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1943;EGAF00002340406/22101_8#13.cram;22101_8#13;1.8G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
1944;EGAF00002339989/22152_4#23.cram;22152_4#23;1.4G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1945;EGAF00002339012/22217_1#6.cram;22217_1#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1946;EGAF00002338706/18150_7.cram;18150_7;39G;EGAN00001437392;MSM0.21;s3;Sodium (meta) arsenite (2 uM)
1947;EGAF00002340370/22746_5#6.cram;22746_5#6;2.5G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1948;EGAF00002340491/24709_7#1.cram;24709_7#1;6.2G;EGAN00001939038;MSM0.106;s2;Semustine (150 uM)
1949;EGAF00002339980/22152_4#14.cram;22152_4#14;1.5G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
1950;EGAF00002338612/16545_7#95.cram;16545_7#95;3.3G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
1951;EGAF00002338535/19847_1#5.cram;19847_1#5;3.9G;EGAN00001437482;MSM0.53;s5;Glycidamide (475 uM)
1952;EGAF00002338849/22216_7#7.cram;22216_7#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
1953;EGAF00002338807/20025_4#1.cram;20025_4#1;5.5G;EGAN00001437492;MSM0.58;s4;AAII (37,5 uM)
1954;EGAF00002338829/20025_7#5.cram;20025_7#5;5.6G;EGAN00001437506;MSM0.57;s1;Acrolein (5 uM)
1955;EGAF00002339167/22210_1#4.cram;22210_1#4;1.5G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
1956;EGAF00002338441/22211_8#22.cram;22211_8#22;1.4G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
1957;EGAF00002338278/22783_8#6.cram;22783_8#6;6.4G;EGAN00001939012;MSM0.67;s3;DES (0,938 mM)
1958;EGAF00002339611/16543_3#91.cram;16543_3#91;4.0G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
1959;EGAF00002338184/22417_1#17.cram;22417_1#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1960;EGAF00002339774/22156_8#15.cram;22156_8#15;1.5G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
1961;EGAF00002338639/19847_4#1.cram;19847_4#1;4.3G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
1962;EGAF00002339908/22152_3#24.cram;22152_3#24;1.3G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
1963;EGAF00002338371/23031_5#2.cram;23031_5#2;12G;EGAN00001437476;MSM0.24;s1;ENU (400 uM)
1964;EGAF00002338231/19793_3#7.cram;19793_3#7;5.3G;EGAN00001437468;MSM0.49;s2;AFB1 (0,25 uM) + S9
1965;EGAF00002338279/22914_1#11.cram;22914_1#11;2.7G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
1966;EGAF00002338685/17218_7.cram;17218_7;35G;EGAN00001437349;MSM0.16;s2;1,8-DNP (0,125 uM)
1967;EGAF00002339967/22101_4#18.cram;22101_4#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
1968;EGAF00002340489/22746_8#7.cram;22746_8#7;2.5G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
1969;EGAF00002338707/18150_8.cram;18150_8;35G;EGAN00001437378;MSM0.22;s1;MNU (350 uM)
1970;EGAF00002340293/22101_7#11.cram;22101_7#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1971;EGAF00002339773/22156_8#14.cram;22156_8#14;1.6G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
1972;EGAF00002340069/22101_5#9.cram;22101_5#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
1973;EGAF00002338613/16545_8#88.cram;16545_8#88;3.3G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
1974;EGAF00002339572/16527_3#91.cram;16527_3#91;4.0G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
1975;EGAF00002340510/24712_8#5.cram;24712_8#5;6.4G;EGAN00001939037;MSM0.106;s1;Semustine (150 uM)
1976;EGAF00002340352/22746_3#10.cram;22746_3#10;2.5G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
1977;EGAF00002339641/22156_6#12.cram;22156_6#12;1.5G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1978;EGAF00002338826/20025_7#2.cram;20025_7#2;5.6G;EGAN00001437501;MSM0.56;s5;SSR (1,25 J)
1979;EGAF00002338790/18928_5#5.cram;18928_5#5;4.1G;EGAN00001437428;MSM0.38;s1;1,4-Benzoquinone (5 uM)
1980;EGAF00002339459/22217_7#26.cram;22217_7#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
1981;EGAF00002338583/23627_8#6.cram;23627_8#6;6.2G;EGAN00001939024;MSM0.132;s3;DBP (0,0313 uM) + S9
1982;EGAF00002338888/18962_4#5.cram;18962_4#5;4.3G;EGAN00001437428;MSM0.38;s1;1,4-Benzoquinone (5 uM)
1983;EGAF00002338452/22216_2#8.cram;22216_2#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
1984;EGAF00002338766/22216_6#5.cram;22216_6#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1985;EGAF00002340197/22101_7#2.cram;22101_7#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1986;EGAF00002338649/20024_1#2.cram;20024_1#2;4.9G;EGAN00001437493;MSM0.58;s5;AAII (37,5 uM)
1987;EGAF00002338241/22211_6#10.cram;22211_6#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
1988;EGAF00002340207/22152_6#19.cram;22152_6#19;1.3G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1989;EGAF00002339248/22210_2#4.cram;22210_2#4;1.5G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
1990;EGAF00002339392/19226_8#10.cram;19226_8#10;3.3G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
1991;EGAF00002339721/22156_7#10.cram;22156_7#10;1.4G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1992;EGAF00002338717/20024_2#5.cram;20024_2#5;4.9G;EGAN00001437498;MSM0.59;s2;Olaparib (0,625 uM)
1993;EGAF00002339855/22100_3#12.cram;22100_3#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1994;EGAF00002338952/18962_5#2.cram;18962_5#2;4.4G;EGAN00001437411;MSM0.29;s2;1-Nitropyrene (1,75 uM) + S9
1995;EGAF00002339819/22914_3#7.cram;22914_3#7;2.7G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
1996;EGAF00002338930/22216_8#6.cram;22216_8#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1997;EGAF00002339549/22416_8#3.cram;22416_8#3;13G;EGAN00001939005;MSM0.44;s4;PhIP (3 uM) + S9
1998;EGAF00002338141/19684_8#1.cram;19684_8#1;6.0G;EGAN00001437470;MSM0.48;s1;Camptothecin (0,0063 uM)
1999;EGAF00002339800/22914_1#8.cram;22914_1#8;3.0G;EGAN00001939006;MSM0.114;s1;2-Naphthylamine (200 uM) + HS9
2000;EGAF00002339236/19221_8#6.cram;19221_8#6;3.3G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
2001;EGAF00002338391/16521_6#94.cram;16521_6#94;3.8G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2002;EGAF00002339168/22210_1#5.cram;22210_1#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
2003;EGAF00002338696/17750_5#12.cram;17750_5#12;3.1G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
2004;EGAF00002340717/22101_2#15.cram;22101_2#15;1.6G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
2005;EGAF00002339997/22152_5#7.cram;22152_5#7;1.5G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
2006;EGAF00002339051/19056_2#6.cram;19056_2#6;5.6G;EGAN00001437417;MSM0.43;s2;4-ABP (40 uM) + S9
2007;EGAF00002338697/17750_6#12.cram;17750_6#12;2.6G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2008;EGAF00002339617/16545_3#91.cram;16545_3#91;3.9G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
2009;EGAF00002338478/23131_8#3.cram;23131_8#3;11G;EGAN00001938984;MSM0.83;s3;Cisplatin (12,5 uM)
2010;EGAF00002340363/22746_4#10.cram;22746_4#10;2.5G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
2011;EGAF00002339514/22211_4#4.cram;22211_4#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
2012;EGAF00002339727/22156_7#16.cram;22156_7#16;1.7G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
2013;EGAF00002338724/20024_3#6.cram;20024_3#6;4.8G;EGAN00001437499;MSM0.59;s3;Olaparib (0,625 uM)
2014;EGAF00002340151/22914_8#4.cram;22914_8#4;6.5G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
2015;EGAF00002338253/22211_6#24.cram;22211_6#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
2016;EGAF00002338314/19793_8#2.cram;19793_8#2;6.2G;EGAN00001437471;MSM0.48;s2;Camptothecin (0,0063 uM)
2017;EGAF00002338223/19686_8#6.cram;19686_8#6;5.4G;EGAN00001437458;MSM0.32;s1;Ellipticine (0,125 uM)
2018;EGAF00002338363/22914_8#6.cram;22914_8#6;6.3G;EGAN00001939012;MSM0.67;s3;DES (0,938 mM)
2019;EGAF00002338329/22211_7#16.cram;22211_7#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
2020;EGAF00002338309/19793_7#1.cram;19793_7#1;6.3G;EGAN00001437470;MSM0.48;s1;Camptothecin (0,0063 uM)
2021;EGAF00002340395/24709_5#2.cram;24709_5#2;6.3G;EGAN00001939039;MSM0.106;s3;Semustine (150 uM)
2022;EGAF00002338154/22211_5#1.cram;22211_5#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2023;EGAF00002338235/22211_6#4.cram;22211_6#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
2024;EGAF00002338226/19793_3#2.cram;19793_3#2;5.1G;EGAN00001437462;MSM0.24;s3;ENU (400 uM)
2025;EGAF00002340084/22101_5#24.cram;22101_5#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2026;EGAF00002338138/19684_7#2.cram;19684_7#2;6.1G;EGAN00001437471;MSM0.48;s2;Camptothecin (0,0063 uM)
2027;EGAF00002339334/22211_1#9.cram;22211_1#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
2028;EGAF00002338599/16543_6#94.cram;16543_6#94;3.6G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2029;EGAF00002339858/22100_3#15.cram;22100_3#15;1.7G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
2030;EGAF00002338191/22417_1#26.cram;22417_1#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2031;EGAF00002339618/16545_8#96.cram;16545_8#96;3.2G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
2032;EGAF00002339084/21826_6.cram;21826_6;32G;EGAN00001938911;MSM0.82;s1;DBC (3,5 uM) + S9
2033;EGAF00002339604/16533_8#96.cram;16533_8#96;3.9G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
2034;EGAF00002339008/22217_1#1.cram;22217_1#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2035;EGAF00002338840/22216_6#23.cram;22216_6#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
2036;EGAF00002339742/22746_8#9.cram;22746_8#9;2.4G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
2037;EGAF00002338967/18962_7#1.cram;18962_7#1;4.4G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
2038;EGAF00002338866/18928_7#7.cram;18928_7#7;3.3G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
2039;EGAF00002338935/22216_8#11.cram;22216_8#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
2040;EGAF00002338841/22216_6#24.cram;22216_6#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
2041;EGAF00002339132/19056_5#4.cram;19056_5#4;5.7G;EGAN00001437420;MSM0.42;s2;DBA (75 uM) + S9
2042;EGAF00002340297/22101_7#15.cram;22101_7#15;1.6G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
2043;EGAF00002340509/24712_8#4.cram;24712_8#4;6.2G;EGAN00001939036;MSM0.125;s3;Methyleugenol (1,9 mM) + S9
2044;EGAF00002338490/16527_5#93.cram;16527_5#93;4.4G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
2045;EGAF00002339416/22211_2#10.cram;22211_2#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
2046;EGAF00002340177/22101_6#6.cram;22101_6#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
2047;EGAF00002339579/22150_4#16.cram;22150_4#16;2.0G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
2048;EGAF00002340046/22914_6#1.cram;22914_6#1;2.2G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
2049;EGAF00002338171/22211_5#21.cram;22211_5#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
2050;EGAF00002338245/22211_6#14.cram;22211_6#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
2051;EGAF00002339447/22217_7#12.cram;22217_7#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
2052;EGAF00002340139/22217_7#19.cram;22217_7#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2053;EGAF00002340032/22914_4#7.cram;22914_4#7;2.7G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
2054;EGAF00002338202/22746_4#13.cram;22746_4#13;2.3G;EGAN00001938993;MSM0.90;s4;PhIP (4 uM) + S9
2055;EGAF00002339275/22217_5#1.cram;22217_5#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2056;EGAF00002338359/22914_6#12.cram;22914_6#12;2.6G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
2057;EGAF00002339587/22150_4#24.cram;22150_4#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2058;EGAF00002338405/16525_8#88.cram;16525_8#88;3.9G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
2059;EGAF00002338982/20628_7.cram;20628_7;33G;EGAN00001437511;MSM0.61;s2;MeAaC (70 uM)
2060;EGAF00002340039/22914_5#4.cram;22914_5#4;2.3G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
2061;EGAF00002340232/22417_1#19.cram;22417_1#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2062;EGAF00002339893/22152_3#9.cram;22152_3#9;1.3G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
2063;EGAF00002338843/22216_6#26.cram;22216_6#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2064;EGAF00002339738/22156_8#3.cram;22156_8#3;1.4G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
2065;EGAF00002338246/22211_6#15.cram;22211_6#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2066;EGAF00002340713/22101_2#11.cram;22101_2#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
2067;EGAF00002338747/22216_5#9.cram;22216_5#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
2068;EGAF00002339998/22211_4#19.cram;22211_4#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
2069;EGAF00002338387/16520_8#88.cram;16520_8#88;3.9G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
2070;EGAF00002339807/22914_2#5.cram;22914_2#5;2.5G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
2071;EGAF00002339380/22217_7#3.cram;22217_7#3;1.5G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
2072;EGAF00002339598/22152_1#11.cram;22152_1#11;1.3G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
2073;EGAF00002339999/22211_4#20.cram;22211_4#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
2074;EGAF00002338815/20025_5#3.cram;20025_5#3;5.9G;EGAN00001437495;MSM0.55;s1;Furan (100 mM) + S9
2075;EGAF00002339768/22156_8#9.cram;22156_8#9;1.3G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
2076;EGAF00002339672/22100_1#10.cram;22100_1#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
2077;EGAF00002339153/21866_7.cram;21866_7;38G;EGAN00001938905;MSM0.89;s1;Ellipticine (0,25 uM)
2078;EGAF00002340405/22101_8#12.cram;22101_8#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
2079;EGAF00002340247/22746_2#3.cram;22746_2#3;2.3G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
2080;EGAF00002339502/22211_3#15.cram;22211_3#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2081;EGAF00002338968/18962_7#2.cram;18962_7#2;4.2G;EGAN00001437423;MSM0.40;s2;6-Nitrochrysene (0,78 uM)
2082;EGAF00002340479/22746_7#7.cram;22746_7#7;2.6G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
2083;EGAF00002340060/22101_4#24.cram;22101_4#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
2084;EGAF00002338182/22417_1#15.cram;22417_1#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
2085;EGAF00002338791/18928_5#6.cram;18928_5#6;4.3G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
2086;EGAF00002340005/22211_6#20.cram;22211_6#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
2087;EGAF00002339164/21899_7#1.cram;21899_7#1;33G;EGAN00001938926;MSM0.72;s2;Carboplatin (5 uM)
2088;EGAF00002338680/22216_4#26.cram;22216_4#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
2089;EGAF00002339031/22217_2#1.cram;22217_2#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
2090;EGAF00002339470/22217_8#12.cram;22217_8#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
2091;EGAF00002339489/19684_1#7.cram;19684_1#7;4.8G;EGAN00001437459;MSM0.45;s1;H2O Control (0,1%)
2092;EGAF00002339962/22101_4#13.cram;22101_4#13;1.8G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
2093;EGAF00002340198/22101_7#3.cram;22101_7#3;1.5G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
2094;EGAF00002339933/22211_2#2.cram;22211_2#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
2095;EGAF00002339821/22914_3#9.cram;22914_3#9;2.6G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
2096;EGAF00002340002/22211_5#20.cram;22211_5#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
2097;EGAF00002340211/22152_6#23.cram;22152_6#23;1.4G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
2098;EGAF00002339927/22210_2#2.cram;22210_2#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
2099;EGAF00002339220/19221_6#8.cram;19221_6#8;2.8G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
2100;EGAF00002338403/16525_6#94.cram;16525_6#94;3.7G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2101;EGAF00002339072/21822_7.cram;21822_7;31G;EGAN00001938914;MSM0.99;s1;DMH (9 mM)
2102;EGAF00002339744/22783_5#1.cram;22783_5#1;5.4G;EGAN00001939015;MSM0.112;s3;Benzidine (900 uM) + S9
2103;EGAF00002338497/16532_6#94.cram;16532_6#94;3.7G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
2104;EGAF00002338615/17193_4.cram;17193_4;37G;EGAN00001437340;MSM0.6;s2;NaCl Control (0,003%)
2105;EGAF00002338929/22216_8#5.cram;22216_8#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
2106;EGAF00002338541/19847_2#2.cram;19847_2#2;4.4G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
2107;EGAF00002338398/16524_7#95.cram;16524_7#95;3.7G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
2108;EGAF00002339792/22204_3#9.cram;22204_3#9;1.6G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
2109;EGAF00002339196/22217_4#4.cram;22217_4#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
2110;EGAF00002339046/19056_2#1.cram;19056_2#1;5.0G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
2111;EGAF00002340415/22101_8#22.cram;22101_8#22;1.5G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
2112;EGAF00002339622/16817_1#1.cram;16817_1#1;6.4G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
